date,hour,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
12/19/2011,9,209.5,30,34,31,39,41,42,39,39,32,37,39,34,35,47,39,40,32,46,36,36,40,37,34,36,35
12/19/2011,10,183.1,39,43,37,47,50,46,49,48,37,46,44,41,39,49,45,51,41,51,37,48,45,43,47,43,42
12/19/2011,11,161.7,48,46,42,51,54,49,53,54,43,52,47,45,45,51,49,56,46,53,41,55,49,46,51,47,48
12/19/2011,12,146.8,54,50,50,54,57,52,56,55,50,55,50,50,49,53,52,58,54,54,46,57,52,52,54,51,52
12/19/2011,13,133.3,57,52,54,56,59,53,58,57,54,58,53,52,53,54,54,59,55,55,50,57,54,54,57,54,55
12/19/2011,14,125.2,59,54,57,57,61,54,59,59,54,59,55,54,55,55,56,60,57,55,52,58,56,54,58,57,57
12/19/2011,15,119.8,60,54,56,58,61,55,59,59,54,59,56,55,56,56,56,60,57,56,54,58,56,55,59,57,57
12/19/2011,16,120.6,60,52,55,57,61,54,57,61,50,59,54,55,54,55,56,59,57,55,54,57,56,55,58,57,56
12/19/2011,17,131.7,57,50,51,53,57,51,52,55,45,55,51,54,50,54,51,56,54,52,52,53,53,52,53,50,50
12/19/2011,18,162.7,49,45,50,50,52,49,50,52,41,52,48,46,49,51,45,52,48,53,46,50,49,45,48,48,42
12/19/2011,19,179,43,37,48,48,46,47,48,50,43,50,47,45,47,52,44,50,50,55,45,49,48,39,43,49,41
12/19/2011,20,182.3,40,41,46,45,46,48,48,46,41,48,46,48,46,51,42,46,46,55,43,49,48,39,41,46,42
12/19/2011,21,181.8,38,37,44,47,46,47,47,50,43,48,47,50,46,52,47,46,45,54,41,44,50,41,40,48,42
12/19/2011,22,173.3,38,39,45,47,48,48,47,48,41,49,46,46,45,53,49,49,43,55,37,48,52,46,39,48,42
12/19/2011,23,159.2,36,43,42,45,50,47,49,50,41,50,45,46,46,53,46,51,41,55,37,50,51,46,38,45,45
12/19/2011,24,144.1,37,45,36,46,46,48,48,50,37,51,46,45,47,55,45,51,37,56,37,50,47,45,45,45,43
12/20/2011,1,133.1,36,45,35,48,46,48,49,50,41,50,46,43,45,56,45,49,36,56,36,51,45,41,47,44,41
12/20/2011,2,128.7,36,45,34,48,48,47,50,48,41,47,42,43,43,56,44,47,44,56,34,51,50,43,46,42,41
12/20/2011,3,126.8,35,45,34,44,45,48,48,50,48,47,42,45,42,54,41,46,37,55,34,50,50,43,46,41,42
12/20/2011,4,127.9,35,45,36,43,45,49,47,48,46,47,42,43,44,55,41,46,36,55,36,50,47,41,44,40,41
12/20/2011,5,132.6,36,41,34,43,43,49,48,48,46,45,43,43,42,56,40,45,36,54,36,50,50,41,42,41,41
12/20/2011,6,143.4,35,41,32,43,43,49,49,45,45,46,42,45,42,54,39,44,36,55,36,48,51,37,43,42,41
12/20/2011,7,161.9,35,37,33,41,43,48,49,43,45,46,42,45,39,53,40,44,36,54,34,48,50,39,40,42,41
12/20/2011,8,163.2,33,37,32,45,43,48,51,43,46,47,41,41,40,55,40,44,37,56,34,47,47,43,39,41,41
12/20/2011,9,152.1,40,46,37,49,52,52,57,48,50,54,43,45,41,59,43,54,41,59,37,55,51,46,51,47,47
12/20/2011,10,142.3,53,50,42,51,61,56,62,55,50,59,48,46,46,59,47,63,46,61,43,61,55,52,57,49,51
12/20/2011,11,133.6,62,52,50,53,64,58,65,63,52,65,51,50,49,61,50,68,52,64,48,65,56,59,63,52,55
12/20/2011,12,127.1,63,54,53,55,68,63,68,64,50,66,56,54,53,62,54,70,55,66,50,68,56,61,66,54,59
12/20/2011,13,121,65,55,54,57,68,62,67,68,54,67,59,55,56,63,58,70,55,66,52,69,58,63,66,59,60
12/20/2011,14,115,63,57,55,58,70,62,70,68,52,67,58,59,57,65,60,70,55,64,54,70,58,63,66,60,61
12/20/2011,15,112.2,62,57,57,58,70,61,68,68,52,66,57,59,59,63,58,70,55,62,54,68,58,63,65,61,63
12/20/2011,16,113.4,62,55,55,58,68,59,67,68,52,66,55,59,58,59,56,69,55,61,55,67,57,63,64,60,62
12/20/2011,17,122.6,61,54,53,56,64,55,64,64,50,64,55,59,56,59,57,65,55,60,54,61,53,59,62,61,59
12/20/2011,18,143.7,58,52,53,56,63,53,58,61,46,62,57,57,56,57,58,60,55,58,50,56,53,59,60,60,57
12/20/2011,19,150.9,56,54,52,56,61,52,60,61,46,62,56,57,56,53,59,60,54,57,50,55,51,57,58,60,57
12/20/2011,20,148.3,56,55,52,55,59,56,60,59,46,60,55,59,56,56,58,58,54,58,52,55,49,55,57,60,56
12/20/2011,21,144.1,56,54,51,55,57,56,60,57,48,60,56,57,57,59,58,58,54,59,54,53,52,55,57,59,56
12/20/2011,22,135,56,54,52,55,57,57,61,57,50,60,56,55,56,60,58,60,54,58,54,55,52,54,57,58,59
12/20/2011,23,122.5,55,54,52,54,57,57,59,57,50,60,56,55,56,61,58,56,54,58,54,54,54,55,56,58,56
12/20/2011,24,109.8,55,55,52,54,54,54,58,57,50,60,56,55,56,60,57,56,54,58,52,59,52,55,55,57,58
12/21/2011,1,99.9,55,54,52,53,54,56,58,55,50,59,56,55,57,59,57,57,52,59,52,60,53,55,58,57,58
12/21/2011,2,95.2,55,55,52,53,54,57,58,55,50,60,55,54,56,59,56,57,52,60,52,60,57,55,58,55,58
12/21/2011,3,92.7,56,55,52,53,52,57,59,55,50,60,54,54,56,60,55,55,52,58,52,61,57,55,59,55,57
12/21/2011,4,92.5,54,57,51,53,54,57,56,54,50,59,54,54,55,59,54,54,52,57,54,53,57,55,58,55,58
12/21/2011,5,95.7,53,55,51,54,55,58,52,54,50,58,54,54,54,60,56,58,52,60,52,57,58,54,58,56,58
12/21/2011,6,104.5,55,55,53,54,55,58,55,55,50,58,54,55,54,61,56,60,52,60,54,61,57,55,57,58,59
12/21/2011,7,119.1,56,54,52,55,59,57,60,57,50,59,54,57,54,62,56,61,52,63,54,63,57,55,57,57,59
12/21/2011,8,124.5,56,55,53,55,59,58,63,59,50,61,54,55,55,62,56,63,52,63,54,64,58,59,58,58,58
12/21/2011,9,121.9,57,59,54,57,61,61,66,61,50,61,55,55,56,64,56,67,54,65,54,66,59,61,58,58,59
12/21/2011,10,119.8,59,59,54,58,64,62,70,63,52,62,56,59,57,64,57,70,55,68,54,69,61,61,61,59,60
12/21/2011,11,119,62,63,55,59,64,66,72,64,54,64,57,59,58,65,57,72,59,68,54,73,64,61,62,61,63
12/21/2011,12,116.1,64,64,57,62,64,67,73,64,55,64,60,59,60,66,61,73,59,66,55,70,64,61,63,61,63
12/21/2011,13,114.9,65,64,59,62,64,67,72,64,54,65,59,61,61,66,61,70,59,67,55,70,64,61,65,63,63
12/21/2011,14,110.9,67,64,60,63,64,64,71,64,54,65,59,61,61,65,63,65,59,69,55,68,65,63,67,64,64
12/21/2011,15,109.8,68,64,59,63,64,64,67,64,54,66,60,61,61,66,63,64,61,66,59,65,65,63,67,64,64
12/21/2011,16,110.8,67,64,58,63,64,65,65,64,54,65,61,61,62,65,62,65,61,64,59,65,64,63,66,64,65
12/21/2011,17,117.1,66,64,58,63,64,64,65,64,54,64,61,61,62,65,63,65,61,62,57,65,64,63,66,64,65
12/21/2011,18,132.9,66,64,58,62,63,63,65,63,54,64,62,63,62,65,63,64,61,62,55,64,64,61,64,65,64
12/21/2011,19,137.2,65,64,58,62,63,64,64,63,54,64,62,63,63,63,64,64,61,63,57,62,65,63,64,65,64
12/21/2011,20,132.9,64,64,59,62,61,63,63,63,54,64,62,61,63,64,64,63,61,64,59,61,65,61,64,64,64
12/21/2011,21,129.6,64,64,59,61,63,63,62,63,54,63,61,61,63,64,64,64,61,63,59,62,65,61,63,64,63
12/21/2011,22,121.5,64,64,58,62,64,62,61,63,52,63,61,61,63,64,64,66,61,62,59,62,65,63,63,64,63
12/21/2011,23,110.6,64,64,57,61,64,62,62,63,54,63,61,61,63,65,64,66,61,63,57,63,65,61,63,64,62
12/21/2011,24,98,64,64,57,62,64,60,63,63,52,63,60,61,62,65,62,67,61,63,59,65,66,61,63,63,61
12/22/2011,1,88.6,64,63,56,62,64,61,64,63,52,64,60,61,61,65,62,67,61,65,59,66,65,61,63,63,62
12/22/2011,2,83.6,65,63,52,61,64,61,65,63,46,64,60,61,61,65,61,67,61,64,59,66,64,61,64,63,62
12/22/2011,3,80.7,64,63,52,62,66,61,66,64,48,65,60,61,61,66,62,66,61,63,59,67,64,61,64,63,62
12/22/2011,4,79.8,64,59,52,62,64,60,66,64,48,65,60,61,61,66,61,67,61,63,59,67,64,61,64,62,62
12/22/2011,5,82.3,63,57,52,62,64,60,66,64,46,64,61,61,61,65,61,66,61,63,57,67,63,61,62,62,60
12/22/2011,6,89.5,62,57,52,62,64,60,66,64,46,62,61,61,60,65,62,66,61,62,57,66,63,61,59,62,55
12/22/2011,7,100.3,60,57,50,61,64,59,65,64,45,63,61,61,60,65,62,65,61,59,57,66,59,61,61,63,57
12/22/2011,8,108.4,61,57,47,61,64,60,66,63,46,61,61,59,60,64,62,65,61,60,57,65,58,61,60,63,61
12/22/2011,9,109.6,63,63,47,62,64,63,69,64,46,65,61,63,62,66,61,68,61,63,57,66,63,63,63,63,63
12/22/2011,10,110.1,64,64,48,63,66,66,71,66,46,68,62,63,63,67,62,69,61,65,61,70,65,64,64,66,65
12/22/2011,11,108.8,66,64,56,64,68,67,73,70,50,71,64,63,64,68,63,72,63,68,59,72,68,68,68,67,67
12/22/2011,12,108.7,67,66,61,64,72,68,74,70,54,71,64,63,66,69,62,75,63,69,63,74,68,70,69,66,68
12/22/2011,13,104.9,68,68,63,64,77,67,75,73,55,73,64,63,67,68,63,78,63,69,63,76,70,70,71,66,69
12/22/2011,14,102,66,70,61,64,77,67,78,75,57,75,63,61,66,67,62,76,63,70,63,74,70,70,71,66,70
12/22/2011,15,101.6,67,68,60,64,75,67,76,77,55,75,63,61,65,67,63,73,63,68,63,71,62,72,72,65,70
12/22/2011,16,103,71,64,60,64,72,65,71,73,54,74,61,61,63,67,61,73,63,66,63,71,60,70,72,64,70
12/22/2011,17,106.7,70,64,59,64,70,63,70,70,54,72,61,63,62,67,63,70,63,66,61,68,61,70,71,65,69
12/22/2011,18,124,65,64,62,64,68,62,69,70,54,71,61,63,63,66,61,66,63,65,61,67,66,68,69,66,68
12/22/2011,19,129.5,66,64,62,64,68,64,68,68,54,70,62,63,63,66,62,65,63,65,63,66,65,68,69,65,69
12/22/2011,20,127.5,68,64,62,64,64,66,67,66,57,69,63,63,63,65,62,64,63,63,63,64,65,66,68,67,68
12/22/2011,21,125.5,69,66,61,64,64,67,65,64,59,69,63,64,64,65,62,65,63,64,63,63,66,66,68,67,67
12/22/2011,22,119.6,69,64,62,63,64,67,66,64,55,68,63,64,64,65,62,65,63,65,63,64,67,64,68,67,67
12/22/2011,23,109.1,68,68,61,63,66,66,66,66,55,68,63,63,65,65,64,65,63,64,63,64,70,64,68,67,67
12/22/2011,24,96.8,68,68,56,63,68,66,66,68,55,68,62,64,65,65,64,67,63,64,63,66,68,63,67,67,67
12/23/2011,1,87,69,68,51,63,68,65,66,68,52,68,62,63,65,66,65,68,63,66,63,67,68,66,67,67,67
12/23/2011,2,81.2,67,68,48,64,68,66,68,68,46,68,63,63,65,66,65,68,63,65,59,67,68,64,68,67,67
12/23/2011,3,77.9,67,70,47,64,70,66,69,70,43,69,63,63,65,66,66,68,63,66,54,67,68,64,68,66,67
12/23/2011,4,76.3,67,68,46,63,70,66,69,68,43,69,60,63,65,66,65,69,59,67,52,67,68,64,68,67,68
12/23/2011,5,78,66,68,45,62,70,67,68,68,41,70,56,63,64,67,65,69,55,66,50,67,70,68,68,66,68
12/23/2011,6,83.1,65,68,45,59,68,69,68,68,41,69,53,59,60,67,61,68,54,65,50,69,71,68,67,65,68
12/23/2011,7,91.5,64,64,45,56,68,68,69,68,39,69,50,55,57,66,59,69,52,65,50,68,70,68,66,63,67
12/23/2011,8,98.3,63,64,45,53,66,69,70,66,39,68,47,52,54,67,54,68,50,65,50,68,60,66,65,57,63
12/23/2011,9,105,61,59,45,56,68,67,70,68,39,68,52,54,54,66,56,68,52,64,50,68,57,66,64,57,60
12/23/2011,10,109.7,60,59,46,58,70,61,70,68,41,63,54,54,56,67,57,69,55,64,52,70,57,61,62,58,59
12/23/2011,11,110.2,62,63,47,59,70,60,71,68,41,62,55,55,57,66,58,70,55,65,54,70,58,61,61,59,59
12/23/2011,12,108,63,64,47,60,70,61,66,64,41,63,56,55,58,67,60,71,59,64,54,71,60,61,64,60,64
12/23/2011,13,106.2,63,64,49,61,70,63,65,68,41,64,57,57,59,57,60,72,59,66,54,71,61,61,65,62,63
12/23/2011,14,102.5,64,63,49,62,72,62,67,70,41,64,59,59,60,58,61,73,61,65,54,69,58,61,66,62,63
12/23/2011,15,101.4,64,63,48,61,70,62,66,68,41,65,60,59,60,57,61,74,61,67,52,69,58,61,63,63,64
12/23/2011,16,101.7,63,63,47,61,70,61,64,64,41,64,57,59,59,57,60,72,59,60,52,67,55,61,64,61,63
12/23/2011,17,106.6,59,59,46,58,64,56,62,63,41,61,53,55,56,57,57,67,55,59,50,64,52,59,61,59,59
12/23/2011,18,124.5,56,57,45,54,63,55,59,59,39,59,50,54,53,57,53,64,52,59,50,62,52,57,54,56,55
12/23/2011,19,131,51,54,44,54,61,53,57,55,37,57,48,50,50,57,52,63,50,58,48,61,52,54,52,54,53
12/23/2011,20,130.2,45,52,42,49,61,52,55,54,37,56,46,48,48,56,50,62,46,57,46,58,51,54,54,51,52
12/23/2011,21,131.1,50,50,42,49,59,51,54,54,37,54,45,46,47,56,48,60,43,55,46,55,51,52,52,50,51
12/23/2011,22,128.7,47,50,41,48,55,51,53,54,37,52,44,45,46,56,47,59,39,54,45,54,51,52,50,48,49
12/23/2011,23,123,44,50,41,48,55,51,53,52,37,50,43,45,45,55,46,58,37,53,41,52,51,52,48,47,48
12/23/2011,24,114.7,41,50,39,45,54,50,53,50,37,49,42,41,44,54,45,56,36,51,37,53,50,50,48,46,49
12/24/2011,1,106.3,39,50,39,44,50,50,52,48,37,49,41,39,42,54,45,53,36,50,36,53,50,50,46,44,48
12/24/2011,2,101.7,38,46,37,39,50,48,51,46,37,47,38,39,42,53,44,51,34,50,36,50,49,48,43,43,46
12/24/2011,3,100.6,38,46,34,42,48,48,48,45,37,47,38,37,42,53,42,50,34,49,34,48,49,46,41,41,43
12/24/2011,4,101.6,37,46,39,40,46,49,46,43,37,46,37,36,40,52,38,48,34,48,34,46,49,46,39,39,40
12/24/2011,5,104.9,35,46,39,40,45,48,46,43,36,44,36,36,37,51,37,46,34,47,41,45,49,45,37,38,37
12/24/2011,6,112.9,34,45,40,34,45,47,46,41,36,40,34,36,37,51,37,46,36,47,43,45,49,43,36,38,35
12/24/2011,7,125.8,33,41,40,38,45,47,45,37,34,40,35,36,37,50,36,46,36,47,43,45,49,39,35,36,34
12/24/2011,8,140.4,32,37,39,37,45,47,46,39,34,39,37,34,36,51,40,47,34,47,41,45,49,36,35,36,34
12/24/2011,9,153.1,37,43,40,43,46,48,48,43,32,45,41,36,42,52,46,50,37,50,43,48,50,45,40,41,42
12/24/2011,10,152.3,42,45,41,48,52,51,52,46,34,50,44,43,44,54,48,53,45,51,45,50,52,46,48,47,48
12/24/2011,11,144.5,47,48,44,52,54,53,53,50,36,52,46,46,46,54,49,56,50,53,45,52,51,50,53,50,51
12/24/2011,12,136.6,50,50,46,51,54,54,54,52,37,54,48,46,48,54,50,57,50,55,46,53,51,50,52,51,52
12/24/2011,13,130.5,54,50,48,51,54,54,55,54,37,54,49,48,49,54,51,57,52,54,46,55,49,50,53,51,52
12/24/2011,14,126.1,54,52,49,51,54,51,54,54,43,54,49,50,49,54,51,56,52,54,46,55,48,50,54,51,53
12/24/2011,15,125,53,50,51,52,55,49,54,54,43,54,49,50,49,52,50,57,50,54,48,56,48,50,53,51,52
12/24/2011,16,129.2,52,50,51,51,54,47,53,54,41,53,48,50,47,51,50,56,50,53,48,54,47,50,52,50,51
12/24/2011,17,138.5,51,46,50,50,52,46,51,52,39,51,47,46,46,50,46,54,46,51,46,51,46,45,49,49,47
12/24/2011,18,156,46,45,48,47,50,45,49,48,37,49,46,43,42,50,41,49,43,50,43,50,46,43,47,45,42
12/24/2011,19,161.8,43,43,46,48,46,44,47,46,36,47,43,41,40,50,40,49,41,50,41,49,44,41,44,44,40
12/24/2011,20,163.5,41,41,44,47,46,44,45,45,36,45,43,39,39,49,40,45,37,49,39,45,44,43,43,40,39
12/24/2011,21,166.5,39,36,42,47,43,43,46,41,36,41,41,37,39,49,39,44,37,47,39,43,44,41,39,41,37
12/24/2011,22,168.3,36,34,42,44,41,42,45,41,34,41,38,37,40,48,38,42,36,46,37,42,43,41,38,42,39
12/24/2011,23,166.4,35,34,43,47,37,37,44,41,34,38,38,36,40,48,37,40,36,44,36,38,39,39,38,43,38
12/24/2011,24,160.2,34,32,43,42,37,36,43,39,34,39,40,36,39,48,35,42,36,45,34,42,40,37,36,41,36
12/25/2011,1,154.8,34,30,39,36,37,33,38,37,32,38,34,34,37,48,34,41,34,44,32,43,35,34,36,38,34
12/25/2011,2,152.6,33,30,35,33,37,35,39,36,32,38,35,32,35,48,33,40,32,43,32,36,34,34,34,37,33
12/25/2011,3,153.5,32,30,35,35,36,31,39,36,32,36,33,32,33,47,32,39,34,43,32,37,35,32,33,37,31
12/25/2011,4,156.9,31,30,36,36,36,34,37,36,32,34,32,32,31,47,32,39,34,43,32,35,32,32,32,36,30
12/25/2011,5,161.9,31,28,35,37,36,32,37,34,30,35,33,32,35,46,32,40,34,43,32,36,37,28,33,35,30
12/25/2011,6,170.7,33,30,34,38,36,32,36,36,32,32,33,32,34,46,32,38,34,43,32,34,34,30,32,36,29
12/25/2011,7,184.9,34,30,34,40,36,33,35,37,36,33,34,32,34,44,31,40,34,42,32,34,35,32,34,37,28
12/25/2011,8,199.7,34,30,35,40,39,32,39,37,32,36,33,32,34,48,32,42,36,44,32,38,36,30,34,35,30
12/25/2011,9,199.7,36,36,37,42,43,45,44,41,36,40,37,34,38,51,39,46,37,48,34,44,43,37,37,39,37
12/25/2011,10,177.9,42,45,39,46,52,50,52,50,37,44,42,43,41,55,45,53,41,54,39,51,50,45,45,45,44
12/25/2011,11,155.7,47,50,40,48,54,52,56,52,41,51,45,46,45,56,49,58,45,57,43,54,52,48,51,50,50
12/25/2011,12,139.7,50,52,41,48,57,53,59,57,45,58,47,48,48,57,51,59,45,59,44,59,54,52,54,51,54
12/25/2011,13,131.8,52,52,42,49,57,55,61,57,45,57,47,48,50,56,51,60,46,61,45,59,55,52,56,52,55
12/25/2011,14,125.5,53,52,43,50,57,54,60,59,45,57,47,50,50,56,51,60,46,60,45,60,56,54,56,51,54
12/25/2011,15,121.4,54,52,45,51,57,54,59,57,45,56,48,50,50,55,51,61,48,59,45,59,55,54,55,52,54
12/25/2011,16,119.6,54,52,46,51,55,53,58,55,45,56,48,50,49,53,51,60,48,57,45,58,55,54,54,51,54
12/25/2011,17,122.6,53,50,45,50,55,52,57,54,43,54,47,48,48,53,51,57,46,56,45,56,53,52,54,51,52
12/25/2011,18,135.3,52,50,43,48,52,51,53,54,41,53,44,46,45,53,49,56,45,56,39,55,51,52,52,50,51
12/25/2011,19,139.4,50,50,42,46,50,50,54,52,41,53,42,46,44,53,47,54,41,56,37,54,51,52,52,48,49
12/25/2011,20,141.7,48,46,36,43,50,51,53,52,39,53,43,45,42,54,47,54,37,57,36,54,49,50,51,45,49
12/25/2011,21,142.9,47,45,37,43,50,49,54,50,37,53,43,45,43,54,46,53,37,57,34,53,50,50,49,44,47
12/25/2011,22,142,47,45,37,41,50,50,53,50,37,51,41,43,43,57,45,52,36,57,32,53,50,48,46,46,48
12/25/2011,23,138.3,45,45,37,42,50,49,53,50,37,49,40,41,43,56,42,52,41,56,37,52,50,46,45,45,48
12/25/2011,24,131.8,40,45,36,43,50,48,52,48,37,47,39,39,42,55,41,51,45,55,43,51,49,46,42,43,46
12/26/2011,1,126.7,36,45,41,42,48,47,49,46,36,46,38,39,42,53,39,50,37,52,43,49,48,45,40,42,44
12/26/2011,2,124.2,35,45,38,37,46,46,49,45,36,46,44,37,41,52,40,49,32,50,43,46,47,45,41,41,42
12/26/2011,3,125,32,43,40,35,45,42,47,45,34,44,41,36,42,52,40,47,32,48,43,45,47,43,39,41,43
12/26/2011,4,128.7,32,39,38,34,45,42,46,43,32,42,41,34,42,51,40,46,30,47,41,44,46,41,38,37,42
12/26/2011,5,135,32,39,38,36,43,41,45,41,32,39,35,36,42,50,37,43,30,47,41,44,46,39,37,34,40
12/26/2011,6,143.2,31,39,37,37,41,43,43,41,32,41,34,36,42,49,36,42,30,47,41,42,46,37,35,38,39
12/26/2011,7,153.2,29,34,36,37,39,43,42,41,32,40,37,36,40,48,41,42,30,47,37,41,47,34,36,40,37
12/26/2011,8,162.1,32,36,36,36,39,42,42,41,32,40,40,34,40,48,41,42,30,47,36,43,48,37,35,36,37
12/26/2011,9,164.1,36,41,37,42,45,45,47,43,32,45,42,37,42,49,44,48,36,49,41,46,49,43,39,42,44
12/26/2011,10,157.3,41,45,42,46,48,49,50,46,34,48,44,43,44,51,47,51,45,51,43,50,50,45,47,47,48
12/26/2011,11,149,49,50,45,49,52,51,52,50,36,51,46,45,47,52,49,53,46,53,45,53,51,46,50,49,51
12/26/2011,12,141,52,50,46,50,52,52,52,52,39,53,47,46,49,52,51,55,50,54,46,54,51,48,52,51,53
12/26/2011,13,132.2,54,50,49,52,54,53,53,54,43,54,49,48,50,52,51,57,52,54,50,55,51,50,53,52,53
12/26/2011,14,123.3,54,50,52,54,54,54,55,54,45,55,51,50,51,52,52,58,54,55,50,55,52,50,54,53,54
12/26/2011,15,118.6,55,50,51,55,55,53,54,55,45,55,50,50,51,51,53,58,54,55,52,55,52,50,55,53,54
12/26/2011,16,117.5,55,50,53,54,54,51,53,54,45,54,49,50,50,50,51,56,50,53,50,54,51,50,54,51,52
12/26/2011,17,126.5,52,45,51,53,52,48,48,52,43,52,47,48,47,48,47,50,48,49,48,50,48,43,50,49,45
12/26/2011,18,155.9,45,37,47,50,46,43,43,45,39,44,46,43,43,47,42,44,41,44,45,46,48,39,40,44,38
12/26/2011,19,170.7,41,34,44,48,43,42,41,41,36,41,43,37,40,48,41,43,37,39,43,40,45,34,40,42,36
12/26/2011,20,177.2,37,34,43,47,37,36,43,37,36,40,42,37,39,47,39,41,37,42,43,43,44,32,35,40,34
12/26/2011,21,179.8,36,32,41,47,41,38,45,39,34,38,40,37,40,47,38,39,36,42,41,43,40,34,35,39,33
12/26/2011,22,178.2,35,32,42,45,36,37,38,37,34,36,42,41,40,47,39,38,36,42,41,38,41,32,34,42,33
12/26/2011,23,171.4,35,32,41,46,36,35,35,36,36,36,41,37,41,46,39,37,36,42,43,39,41,32,34,43,33
12/26/2011,24,162,36,32,41,45,37,36,36,36,36,37,41,39,40,45,41,38,36,43,41,43,39,32,34,43,36
12/27/2011,1,154.4,42,36,40,45,37,35,37,37,36,40,41,41,40,47,41,41,36,43,43,43,40,34,35,43,39
12/27/2011,2,149.6,37,36,41,45,43,35,39,39,36,39,41,41,40,48,43,43,37,44,41,43,41,32,36,43,38
12/27/2011,3,146.5,39,36,38,45,43,35,42,41,34,39,41,41,40,48,41,45,37,46,41,44,40,34,38,43,38
12/27/2011,4,146.2,40,36,37,42,45,38,44,41,34,40,42,41,40,50,41,47,37,48,41,45,41,36,39,42,38
12/27/2011,5,147.2,39,36,37,42,45,39,44,43,32,42,42,41,40,50,40,47,37,48,41,46,41,37,39,42,39
12/27/2011,6,151.7,40,37,36,42,46,42,45,43,32,43,41,39,40,50,40,48,37,48,37,46,42,37,41,43,40
12/27/2011,7,158.6,41,39,36,42,46,43,47,45,32,44,40,37,41,51,41,50,37,49,37,48,43,39,41,43,42
12/27/2011,8,163.3,45,41,37,44,50,44,48,46,34,46,40,41,41,62,40,54,39,51,37,49,44,41,43,42,43
12/27/2011,9,165.4,47,45,38,47,54,48,50,52,34,47,42,41,40,64,41,64,41,63,37,52,47,43,46,43,43
12/27/2011,10,165.6,51,45,38,51,59,53,55,54,34,50,47,43,43,65,43,66,43,64,39,64,51,45,48,45,45
12/27/2011,11,163.8,56,50,39,54,63,53,65,55,36,52,50,46,45,65,47,63,41,66,41,65,54,50,54,50,49
12/27/2011,12,157,60,52,45,57,63,57,63,61,37,54,50,55,48,66,54,63,43,65,41,61,56,52,57,53,53
12/27/2011,13,149,63,54,48,53,64,60,62,63,45,61,53,57,52,66,57,63,50,63,43,61,59,55,60,58,56
12/27/2011,14,143.9,64,55,49,53,61,60,63,63,43,61,55,59,57,64,59,68,52,63,45,63,59,59,63,59,57
12/27/2011,15,138.7,63,57,49,54,63,61,64,63,41,63,53,55,59,64,61,68,52,64,45,66,61,61,65,60,60
12/27/2011,16,134,61,61,48,53,63,61,66,63,41,64,52,54,61,65,60,64,52,65,46,66,62,63,64,62,62
12/27/2011,17,129.5,59,63,46,51,61,63,64,63,39,62,51,54,58,66,56,62,50,64,46,64,62,61,60,58,61
12/27/2011,18,143,56,57,44,49,55,62,63,59,36,60,51,52,54,67,54,60,46,62,46,61,63,59,57,56,59
12/27/2011,19,149,53,55,43,48,55,59,61,59,34,58,48,48,53,65,53,59,45,60,45,59,62,55,58,55,57
12/27/2011,20,145.5,51,54,42,46,57,58,60,59,34,52,47,48,53,62,52,59,45,60,45,58,63,55,55,54,55
12/27/2011,21,142.1,49,52,40,46,55,59,59,55,32,56,45,46,51,59,51,58,45,58,45,57,58,55,52,52,55
12/27/2011,22,136.5,48,52,37,45,54,57,56,52,32,54,44,46,49,59,48,56,45,58,43,55,56,54,50,51,52
12/27/2011,23,128.4,47,50,36,42,50,55,55,50,32,51,42,45,47,59,47,54,43,57,43,53,55,50,49,49,51
12/27/2011,24,120.4,45,50,36,42,50,53,52,48,32,49,41,43,46,58,46,52,41,54,43,50,54,46,47,47,49
12/28/2011,1,116.2,45,50,35,42,46,51,50,46,32,48,40,43,44,56,44,50,41,51,43,49,53,46,46,46,48
12/28/2011,2,115.4,43,45,34,41,46,50,48,45,32,46,40,43,43,53,44,49,41,50,43,47,51,45,45,44,46
12/28/2011,3,116.5,42,45,34,40,45,47,48,45,32,45,40,41,42,52,43,47,39,49,43,45,49,45,44,43,45
12/28/2011,4,121,40,45,36,40,45,45,47,43,32,44,39,41,42,51,43,46,36,47,43,44,48,43,44,43,45
12/28/2011,5,129.3,39,43,35,38,43,44,46,43,32,44,39,37,40,50,42,45,36,46,41,44,47,41,43,41,44
12/28/2011,6,140.7,39,39,35,37,43,44,45,41,32,42,40,37,40,49,40,44,34,46,41,43,46,41,41,42,42
12/28/2011,7,155.3,38,37,34,37,41,43,44,39,32,41,38,37,40,48,40,43,36,45,43,41,46,39,39,41,42
12/28/2011,8,164.9,38,41,34,37,41,43,44,39,32,41,40,37,39,48,40,43,37,45,41,42,46,41,40,40,41
12/28/2011,9,163.6,40,45,35,41,43,46,47,43,32,44,42,41,43,49,43,46,41,48,43,45,48,43,43,44,44
12/28/2011,10,155.2,46,46,36,44,46,49,50,46,32,48,44,43,47,50,46,49,45,50,43,49,50,45,48,48,48
12/28/2011,11,147.2,49,50,37,48,50,52,52,48,32,50,47,45,48,52,48,52,46,52,43,51,52,46,51,49,50
12/28/2011,12,141.3,51,50,39,49,52,53,52,50,32,53,47,46,48,53,49,53,48,53,45,52,53,50,53,50,50
12/28/2011,13,133.7,52,50,41,52,54,54,53,54,34,53,49,46,49,53,50,55,50,54,46,53,54,50,53,51,52
